,Title,DOI,Author
5777,New perspectives on interdisciplinary earth science at the Dead Sea: The DESERVE project,10.1016/j.scitotenv.2015.12.003,Kottmeier C.
5778,Nonstationarity of low flows and their timing in the eastern United States,10.5194/hess-20-633-2016,Sadri S.
5779,Evaluation of promising technologies for soil salinity amelioration in Timpaki (Crete): A participatory approach,10.5194/se-7-177-2016,Panagea I.S.
5780,Cost of riparian buffer zones: A comparison of hydrologically adapted site-specific riparian buffers with traditional fixed widths,10.1002/2015WR018014,Tiwari T.
5781,Effects of alongshore morphology on groundwater flow and solute transport in a nearshore aquifer,10.1002/2015WR017420,Zhang Y.
5782,Potential groundwater and heterogeneous heat source contributions to ice sheet dynamics in critical submarine basins of East Antarctica,10.1002/2015GC006117,Gooch B.
5783,Assessment of groundwater vulnerability mapping using AHP method in coastal watershed of shrimp farming area,10.1007/s12517-015-2230-8,R G.
5784,"Vulnerability Assessment of saltwater intrusion using simplified GAPDIT method: a case study of Azarshahr Plain Aquifer, East Azerbaijan, Iran",10.1007/s12517-015-2200-1,Gorgij A.
5785,Contribution of alluvial groundwater to the outflow of mountainous catchments,10.1002/2014WR016730,Käser D.
5786,Salt water interface in a layered coastal aquifer: The only published analytic solution is in error,10.1002/2015WR018127,Strack O.
5787,"Spatial variation of bacterial community composition at the expiry of spring phytoplankton bloom in Sendai Bay, Japan",10.1016/j.gene.2015.10.011,Sakami T.
5788,"Uncertainties in vertical groundwater fluxes from 1-D steady state heat transport analyses caused by heterogeneity, multidimensional flow, and climate change",10.1002/2015WR017702,Irvine D.J.
5789,The variation of stygofauna along a gradient of salinization in a coastal aquifer,10.2166/nh.2015.153,Shapouri M.
5790,Finite element modelling of a heavily exploited coastal aquifer for assessing the response of groundwater level to the changes in pumping and rainfall variation due to climate change,10.2166/nh.2015.211,Pandian R.S.
5791,"Algal–microbial carbonates of the Namibe Basin (Albian, Angola): Implications for microbial carbonate mound development in the South Atlantic",10.1144/petgeo2014-083,Schröder S.
5792,"1D geoelectrical resistivity survey for groundwater studies in coastal area: A case study from Pearl city, Tamil Nadu",10.1007/s12594-016-0385-x,Selvam S.
5793,Transport of enterococci and F+ coliphage through the saturated zone of the beach aquifer,10.2166/wh.2015.290,De Sieyes N.
5794,Hydro-geophysical techniques for safe exploitation of the fresh groundwater resources in coastal area,10.1007/s12665-015-5210-0,Sonkamble S.
5795,"Groundwater flow and solute transport simulation in eastern Al Batinah coastal plain, Oman: Case study",10.1061/(ASCE)HE.1943-5584.0001284,Chitrakar P.
5796,Monitoring of selected pharmaceuticals over 3 years in a detrital aquifer during artificial groundwater recharge,10.1007/s12665-015-4956-8,Candela L.
5797,"An attempt to understand the behavior of dissolved organic carbon in coastal aquifers of Pondicherry region, South India",10.1007/s12665-015-4833-5,Thilagavathi R.
5798,"Simulation-optimization approach for evaluating the feasibility of managed aquifer recharge in the Samail Lower Catchment, Oman",10.1061/(ASCE)WR.1943-5452.0000588,Ebrahim G.Y.
5799,"Modelling water-table depth in a primary aquifer to identify potential wetland hydrogeomorphic settings on the northern Maputaland Coastal Plain, KwaZulu-Natal, South Africa",10.1007/s10040-015-1350-2,Kelbe B.E.
5800,"Hydrogeological investigation of shallow aquifers in an arid data-scarce coastal region (El Daba’a, northwestern Egypt)",10.1007/s10040-015-1308-4,Yousif M.
5801,Duckbill elastomer check valve use effects on domestic wastewater discharging marine outfalls initial dilution performance improvement,10.1080/19443994.2015.1063093,Nemlioglu S.
5802,Combining groundwater quality analysis and a numerical flow simulation for spatially establishing utilization strategies for groundwater and surface water in the Pingtung Plain,10.1016/j.jhydrol.2015.12.023,Jang C.
5803,"Long-term geochemical evaluation of the coastal Chicot aquifer system, Louisiana, USA",10.1016/j.jhydrol.2015.12.022,Borrok D.M.
5804,Evaluation of wastewater post-treatment options for reuse purposes in the agricultural sector under rural development conditions,10.1016/j.jwpe.2015.12.003,Gharbia S.S.
5805,The effects of oscillation period on groundwater wave dispersion in a sandy unconfined aquifer: Sand flume experiments and modelling,10.1016/j.jhydrol.2015.12.032,Shoushtari S.M.H.J.
5806,"Estimation of submarine groundwater discharge and associated nutrient fluxes in eastern Laizhou Bay, China using <sup>222</sup>Rn",10.1016/j.jhydrol.2015.11.027,Zhang Y.
5807,Study of water mixing in the coastal waters of the western Taiwan Strait based on radium isotopes,10.1016/j.jenvrad.2015.11.003,Men W.
5808,"Seawater intrusion mapping using electrical resistivity tomography and hydrochemical data. An application in the coastal area of eastern Thermaikos Gulf, Greece",10.1016/j.scitotenv.2015.11.041,Kazakis N.
5809,"Water cycle and salinity dynamics in the mangrove forests of europa and juan de nova islands, Southwest Indian ocean",10.1002/rcm.7435,Lambs L.
5810,Estimating groundwater discharge to surface waters using heat as a tracer in low flux environments: The role of thermal conductivity,10.1002/hyp.10568,Duque C.
5811,The influence of a metal-enriched mining waste deposit on submarine groundwater discharge to the coastal sea,10.1016/j.marchem.2015.12.004,Trezzi G.
5812,Effect of variable-density groundwater flow on nitrate flux to coastal waters,10.1002/hyp.10580,Murgulet D.
5813,Improvement of urban water cycle and mitigation of groundwater table rise through advanced membrane desalination of shallow urban brackish groundwater of Jeddah basin,10.1080/19443994.2015.1007676,Bamaga O.
5814,Coastal Groundwater Development: Challenges and Opportunities,10.1201/9781315369044-1,Gladden L.A.
5815,"Geoelectrical investigation of saline water intrusion into freshwater aquifers: A case study of Nador coastal aquifer, Tipaza, Algeria",10.19155/geofint.2016.055.4.2,Bouderbala A.
5816,"Groundwater monitoring in the archaeological site of Ostia Antica (Rome, Italy): First results",10.7343/as-2016-192,Mastrorillo L.
5817,"Geoelectrical mapping of seawater intrusion in durusu basin, Istanbul",10.3997/2214-4609.201602067,Ardali A.
5818,"Climate and land use changes as origin of the water cycle variations and sediment transport in Pesaro Urbino Province, Central and Eastern Italy",10.7343/as-2016-207,Farina D.
5819,The investigation of seawater intrusions with electric and electromagnetic methods - A case study from eastern black sea,10.3997/2214-4609.201602058,Babacan A.E.
5820,Groundwater discharge along the Southern California coast - geophysical images of three states of salt water intrusion,10.3997/2214-4609.201601903,Jansen J.
5821,"Groundwater prospection in grande comore island—joint contribution of geophysical methods, hydrogeological time-series analysis and groundwater modelling",10.1007/978-3-642-31395-0_24,Bourhane A.
5822,Managing the delicate balance between wastewater discharges to a drinking water supply,10.2175/193864716819707337,Drainville M.
5823,"Water-related risks in the area of dakar, Senegal: Coastal aquifers exposed to climate change and rapid urban development",10.1007/978-3-319-33880-4_4,Pfeifer H.R.
5824,"Water-rock effect analysis on the impact factors of groundwater chemistry of Huludao city, west Liaoning province",10.13292/j.1000-4890.201610.015,Li X.
5825,"Identification of salinization by bromide and fluoride concentration in coastal aquifers near Chennai, southern India",10.1016/j.wsj.2016.07.001,Nair I.S.
5826,Influence of wind strength and duration on relative hypoxia reductions by oppositewind directions in an estuary with an asymmetric channel,10.3390/jmse4030062,Wang P.
5827,Natural tracers for identifying causes of the quality reduction in groundwater emerging along the Aegean volcanic arc (Greece),10.1007/978-3-319-30127-3_47,Dotsika E.
5828,"Geoelectrical investigation of saline water intrusion into freshwater aquifers: A case study of Nador coastal aquifer, Tipaza, Algeria",10.19155/geoint.2016.055.4.2,Bouderbala A.
5829,Hydraulic characteristics of the fracture zone estimated by variations in groundwater discharge and pore pressure due to the earthquake,10.11366/sokuchi.62.63,Mukai A.
5830,A new method to infer advancement of saline front in coastal groundwater systems by 3D: The case of Bari (Southern Italy) fractured aquifer,10.3390/computation4010009,Masciopinto C.
5831,Multidisciplinary investigations of the transboundary dead Sea Basin and its water resources,10.1007/978-3-319-25071-7_5,Siebert C.
5832,"Assessment of seasonal disparity on hydrogeochemical facies distribution in Cooum river, India",10.3923/ajes.2016.27.35,Dhamodharan A.
5833,Introduction,10.1007/978-3-319-25960-4_1,Szymczycha B.
5834,State of art and theory of Submarine Groundwater Discharge (SGD),10.1007/978-3-319-25960-4_2,Szymczycha B.
5835,Conclusions,10.1007/978-3-319-25960-4_5,Szymczycha B.
5836,Research on submarine groundwater discharge in the Baltic Sea,10.1007/978-3-319-25960-4_4,Szymczycha B.
5837,"Near-surface geophysical imaging for groundwater exploration: La marque, texas",10.1190/segam2016-13964119.1,Ross A.M.
5838,"Saline hot spring in Krabi, Thailand: A unique geothermal system",10.1190/segam2016-13880715.1,Ngansom W.
5839,Marine outfalls,10.1007/978-3-319-16649-0_32,Tate P.M.
5840,Managed aquifer recharge: An overview of issues and options,10.1007/978-3-319-23576-9_16,Casanova J.
5841,"Recent flow regime and sedimentological evolution of a fluvial system as the main factors controlling spatial distribution of arsenic in groundwater (Red River, Vietnam)",10.1201/b20466-35,Kazmierczak J.
5842,Assessment of risk related to coastal aquifers management in Algeria,10.1051/lhb/2016058,Haouchine A.
5843,Geochemistry of groundwater at the seawater/freshwater interface of the Santa Cesarea thermal springs (south Italy),10.3301/ROL.2016.104,Zuffianò L.
5844,A GIS and remote sensing based screening tool for assessing the potential for groundwater discharge to lakes in Ireland,10.3318/BIOE.2016.15,Wilson J.
5845,3D modelling of the Holocene succession in the southern Po Delta (Italy): From geology to applications,10.1127/zdgg/2016/0060,Calabrese L.
5846,Scenario Modelling of Climate Change's Impact on Salinization of Coastal Water Resources in Reclaimed Lands,10.1016/j.proeng.2016.11.006,Colombani N.
5847,Groundwater Deterioration: The Simultaneous Effects of Intense Agricultural Activity and Heavy Metals in Soil,10.1016/j.proeng.2016.11.099,Remoundaki E.
5848,Greenhouse Soil Moisture Deficit under Saline Irrigation and Climate Change,10.1016/j.proeng.2016.11.098,Apostolakis A.
5849,Comparative prediction of groundwater fluctuation by CWTFT-ANFIS and WT-ANFIS,10.17485/ijst/2016/v9i44/100252,Vetrivel N.
5850,"Climate Resilient Villages for Sustainable Food Security in Tropical India: Concept, Process, Technologies, Institutions, and Impacts",10.1016/bs.agron.2016.06.003,Srinivasa Rao C.
5851,Changes in Late Quaternary Mammalian Biogeography in the Bonneville Basin,10.1016/B978-0-444-63590-7.00013-5,Schmitt D.
5852,Research on submarine groundwater dynamics and driving mechanism in the Laizhou Bay,10.3969/j.issn.0253-4193.2016.05.011,Hou G.
5853,"Four decades of water recycling in Atlantis (Western Cape, South Africa): Past, present and future",10.4314/wsa.v42i4.08,Bugan R.D.H.
5854,"Trace elements geochemistry investigation concering a CO<inf>2</inf>-rich groundwater discharge on the eastern flank of Ciomadul Volcano (East Carpathians, Romania)",10.5593/SGEM2016/B11/S01.084,Nuţu-Dragomir M.
5855,Saltwater intrusion analysis in east coast of Terengganu using multivariate analysis,10.17576/mjas-2016-2005-29,Hairoma N.
5856,Numerical analysis of the effects of changing hydraulic parameters on saltwater intrusion in coastal aquifers,10.1108/EC-11-2015-0342,Abd-Elaty I.
5857,Effects of submarine groundwater discharge on bacterial growth efficiency in coastal Hawaiian waters,10.3354/ame01797,Carlson K.
5858,Fresh meteoric versus recirculated saline groundwater nutrient inputs into a subtropical estuary,10.1016/j.scitotenv.2016.06.008,Sadat-Noori M.
5859,"Impacts of rainfall changes on groundwater balance of coastal aquifers: A case study of the Thermaikos Gulf, North Greece",10.30955/gnj.001634,Venetsanou P.
5860,"Vulnerability of the indus river delta of the North Arabian Sea, Pakistan",10.30955/gnj.001912,Kalhoro N.A.
5861,Monitoring of tidal and seasonal influences on saline intrusion into a coastal aquifer in New Zealand combining DC resistivity traversing and hydrochemical techniques,10.4133/sageep.29-017,Sutter E.
5862,Coastal aquifer management based on the joint use of density-dependent and sharp interface models,10.1007/s11269-015-1195-4,Christelis V.
5863,Paleogeographic implications of late Miocene lacustrine and nonmarine evaporite deposits in the Lake Mead region: Immediate precursors to the Colorado River,10.1130/GES01143.1,Faulds J.E.
5864,Simulation of submarine groundwater discharge of dissolved organic matter using cellular automata,10.7148/2016-0265,Nolle L.
5865,"Haloform formation in coastal wetlands along a salinity gradient at South Carolina, United States",10.1071/EN15145,Wang J.
5866,"First records of Canis dirus and Smilodon fatalis from the late Pleistocene Tule Springs local fauna, upper Las Vegas Wash, Nevada",10.7717/peerj.2151,Scott E.
5867,Analysis of Saltwater Intrusion and Recirculation of Seawater in a Vertically Anisotropic Coastal Aquifer,10.1061/9780784479865.036,Kalakan C.
5868,Numerical Modeling of Groundwater Flow below an Estuary Using MODFLOW and SEAWAT - Comparison of Results,10.1061/9780784479865.028,Al-Taliby W.
5869,"Three-dimensional hydrogeological reconstruction based on geological depositional model: A case study from the coastal plain of Arborea (Sardinia, Italy)",10.1016/j.enggeo.2016.04.014,Ghiglieri G.
5870,Genetic variation in response to salt stress of quinoa grown under controlled and field conditions,10.18517/ijaseit.6.2.757,Nguyen L.V.
5871,Groundwater as an Environmental Issue in Asian Cities,10.1016/B978-0-12-803166-7.00001-5,Shrestha S.
5872,Monitoring and management of karstic coastal groundwater in a changing environment (Southern Italy): A review of a regional experience,10.3390/w8040148,Polemio M.
5873,Current status of groundwater monitoring networks in Korea,10.3390/w8040168,Lee J.Y.
5874,Flow stratification of river water quality data to elucidate nutrient transfer pathways in mesoscale catchments,10.13031/trans.59.11145,Woodward S.
5875,Analysis of water quality fluctuations in coastal shallow groundwater at NE Hainan,10.13471/j.cnki.acta.snus.2016.01.023,Lu J.
5876,Derivation of a sharp-diffuse interfaces model for seawater intrusion in a free aquifer. numerical simulations,10.1137/15M102099X,Choquet C.
5877,"Some new ideas on tectonics of karst aquifer system of Gaoyakou-Nankou in Changping, Beijing",10.3969/j.issn.0563-5020.2016.01.011,Lei X.
5878,Influence of groundwater chemistry on hyporheic invertebrate assemblages is revealed by fine-scale sampling,10.1127/fal/2016/0787,Gibbins C.
5879,"Self-accelerated development of salt karst during flash floods along the Dead Sea Coast, Israel",10.1002/2015JF003738,Avni Y.
5880,The nonconservative property of dissolved molybdenum in the western Taiwan Strait: Relevance of submarine groundwater discharges and biological utilization,10.1002/2014GC005708,Wang D.
5881,"Observation of water and solute movement in a saline, bare soil, groundwater seepage area, Western Australia. Part 2. Annual water and solute balances",10.1071/SR14340,Shimojima E.
5882,"Relationships Between Plant Assemblages and Water Flow Across a Boreal Forest Landscape: A Comparison of Liverworts, Mosses, and Vascular Plants",10.1007/s10021-015-9927-0,Kuglerová L.
5883,The impact of mariculture on nutrient dynamics and identification of the nitrate sources in coastal waters,10.1007/s11356-015-5363-0,Kang P.
5884,"Assessment of impact of environmental pollution on groundwater and surface water qualities in a heavily industrialized district of Kocaeli (Dilovası), Turkey",10.1007/s12665-015-4986-2,Yolcubal I.
5885,"Numerical modeling of tidal effects on groundwater dynamics in a multi-layered estuary aquifer system using equivalent tidal loading boundary condition: case study in Zhanjiang, China",10.1007/s12665-015-5034-y,Zhou P.
5886,Estimation of the position of the sharp interface in littoral aquifers with hydraulic head differences within the fresh-water zone,10.1007/s12665-015-4900-y,Zhou X.
5887,"An integrative geospatial and hydrogeochemical analysis for the assessment of groundwater quality in Mahakalapara Block, Odisha, India",10.1007/s12665-015-5012-4,Das P.P.
5888,"Submarine groundwater discharge as a source of dissolved nutrients to an arid coastal embayment (La Paz, Mexico)",10.1007/s12665-015-4891-8,Urquidi-Gaume M.
5889,"Seasonal Changes in Submarine Groundwater Discharge and Associated Nutrient Transport into a Tideless Semi-enclosed Embayment (Obama Bay, Japan)",10.1007/s12237-015-9986-7,Sugimoto R.
5890,"Chemical Flux Associated with Spatially and Temporally Variable Submarine Groundwater Discharge, and Chemical Modification in the Subterranean Estuary at Gloucester Point, VA (USA)",10.1007/s12237-015-9972-0,Beck A.J.
5891,Analytical analysis of groundwater responses to estuarine and oceanic water stage variations using superposition principle,10.1061/(ASCE)HE.1943-5584.0001251,Dong L.
5892,Multiobjective management of water allocation to sustainable irrigation planning and optimal cropping pattern,10.1061/(ASCE)IR.1943-4774.0000933,Lalehzari R.
5893,Gray models for real-time groundwater-level forecasting in irrigated paddy-field districts,10.1061/(ASCE)IR.1943-4774.0000940,Kang M.
5894,Saltwater intrusion in an irrigated agricultural area: combining density-dependent modeling and geophysical methods,10.1007/s12665-015-4856-y,Kourgialas N.N.
5895,Origin of groundwater salinity and hydrochemical processes in an unconfined aquifer: case of Yang-Dai River basin in Qinhuangdao (China),10.1007/s12665-015-4825-5,Sun Z.
5896,"Ionic ratios as tracers to assess seawater intrusion and to identify salinity sources in Jazan coastal aquifer, Saudi Arabia",10.1007/s12517-015-2065-3,Abdalla F.
5897,"Subsurface intake systems: Green choice for improving feed water quality at SWRO desalination plants, Jeddah, Saudi Arabia",10.1016/j.watres.2015.10.011,Dehwah A.H.A.
5898,Forecasting monthly groundwater level fluctuations in coastal aquifers using hybrid Wavelet packet–Support vector regression,10.1080/23311916.2014.999414,Sujay Raghavendra N.
5899,The impact of hydrogeological settings on geochemical evolution of groundwater in karstified limestone aquifer basin in northwest Sri Lanka,10.1007/s12665-014-3962-6,Thilakerathne A.
5900,Wavelet and adaptive neuro-fuzzy inference system conjunction model for groundwater level predicting in a coastal aquifer,10.1007/s00521-014-1794-7,Wen X.
5901,Fluorescent dissolved organic matter as a multivariate biogeochemical tracer of submarine groundwater discharge in coral reef ecosystems,10.1016/j.marchem.2015.06.026,Nelson C.E.
5902,Vulnerability and protection aspects of some Dinaric karst aquifers: a synthesis,10.1007/s12665-014-3945-7,Ravbar N.
5903,Lithium isotope fractionation in the Ganges-Brahmaputra floodplain and implications for groundwater impact on seawater isotopic composition,10.1016/j.epsl.2015.08.036,Bagard M.
5904,Identification and quantification of diffuse fresh submarine groundwater discharge via airborne thermal infrared remote sensing,10.1016/j.rse.2015.10.010,Tamborski J.J.
5905,Regional Risk Assessment for climate change impacts on coastal aquifers,10.1016/j.scitotenv.2015.06.111,Iyalomhe F.
5906,Mixing behavior and bioavailability of dissolved organic matter in two contrasting subterranean estuaries as revealed by fluorescence spectroscopy and parallel factor analysis,10.1016/j.ecss.2014.10.018,Yang L.
5907,"Analysis of groundwater flow in mountainous, headwater catchments with permafrost",10.1002/2015WR017732,Evans S.G.
5908,Local and temporal variations in near-shore macrobenthic communities associated with submarine groundwater discharges,10.1111/maec.12186,Encarnação J.
5909,Stochastic simulation of groundwater dynamics based on grey theory and seasonal decomposition model in a coastal aquifer of South China,10.2166/aqua.2015.047,Yang Q.
5910,Review on groundwater as a source of nutrients to the Great Lakes and their tributaries,10.1016/j.jglr.2015.08.001,Robinson C.
5911,Extension of the Henry semi-analytical solution for saltwater intrusion in stratified domains,10.1007/s10596-015-9534-3,Younes A.
5912,Spatial distribution of dissolved cadmium in the Jiulong river-estuary system: Relevance of anthropogenic perturbation,10.1016/j.csr.2015.10.008,Wang D.
5913,"Geochemical characterization and heavy metal migration in a coastal polluted aquifer incorporating tidal effects: field investigation in Chongming Island, China",10.1007/s11356-015-5010-9,Liu S.
5914,Redox zonation and oscillation in the hyporheic zone of the Ganges-Brahmaputra-Meghna Delta: Implications for the fate of groundwater arsenic during discharge,10.1016/j.apgeochem.2015.09.001,Jung H.B.
5915,Potential impacts of urban area expansion on groundwater level in the Gaza Strip: A spatial-temporal assessment,10.1007/s12517-015-1971-8,Eshtawi T.
5916,Groundwater of Abu Dhabi Emirate: A regional assessment by means of remote sensing and geographic information system,10.1007/s12517-015-1932-2,Elmahdy S.I.
5917,Groundwater salinization processes and reversibility of seawater intrusion in coastal carbonate aquifers,10.1016/j.jhydrol.2015.11.013,Han D.
5918,Quantifying river gain and loss at regional scales,10.1016/j.jhydrol.2015.10.052,Cook P.G.
5919,"The GIS layers of the “International Hydrogeological Map of Europe 1:1,500,000” in a vector format",10.1007/s10040-015-1296-4,Duscher K.
5920,"The hydrogeologic connectivity of a low-flow saline-spring fen peatland within the Athabasca oil sands region, Canada",10.1007/s10040-015-1301-y,Wells C.
5921,Data-driven models of groundwater salinization in coastal plains,10.1016/j.jhydrol.2015.07.045,Felisa G.
5922,Geomatics monitoring and models of the insalination of the freshwaters phenomenon along the Pisan coastline,10.1007/s12518-015-0155-2,Caroti G.
5923,A comparison of deterministic and stochastic approaches for regional scale inverse modeling on the Mar del Plata aquifer,10.1016/j.jhydrol.2015.09.064,Pool M.
5924,"Assessing the hydrogeochemistry of groundwaters in ophiolite areas of Euboea Island, Greece, using multivariate statistical methods",10.1016/j.gexplo.2015.08.007,Voutsis N.
5925,A laboratory column study on particles release in remediation of seawater intrusion region,10.1007/s11802-015-2850-3,Zhou J.
5926,Trace elements mobility in a saline coastal aquifer of the Po river lowland (Italy),10.1016/j.gexplo.2015.10.009,Colombani N.
5927,Groundwater Characteristics and Pollution Assessment Using Integrated Hydrochemical Investigations GIS and Multivariate Geostatistical Techniques in Arid Areas,10.1007/s11269-015-1136-2,El Alfy M.
5928,"Molecular dating of a marine species, Eriocheir japonica (Decapoda: Grapsidae), corroborates cenozoic tectonic events and sea level fluctuation",10.1016/j.bse.2015.09.023,Zhang D.
5929,Numerical analysis for a seawater intrusion problem in a confined aquifer,10.1016/j.matcom.2014.11.016,Abudawia A.
5930,Assessment of a parallel evolutionary optimization approach for efficient management of coastal aquifers,10.1016/j.envsoft.2015.09.002,Ketabchi H.
5931,Distribution of <sup>223</sup>Ra and <sup>224</sup>Ra in the Bo Sea embayment in Tianjin and its implication of submarine groundwater discharge,10.1016/j.jenvrad.2015.08.008,Liu L.
5932,Dynamic response of desert wetlands to abrupt climate change,10.1073/pnas.1513352112,Springer K.
5933,Barometric and tidal-induced aquifer water level fluctuation near the Ariake Sea,10.1007/s10661-014-4187-6,Dong L.
5934,"Mapping of coastal aquifer vulnerable zone in the south west coast of Kanyakumari, South India, using GIS-based DRASTIC model",10.1007/s10661-014-4073-2,Kaliraj S.
5935,Benthic-pelagic coupling of nutrients and dissolved organic matter composition in an intertidal sandy beach,10.1016/j.marchem.2015.08.011,Seidel M.
5936,Role of colloids in the discharge of trace elements and rare earth elements from coastal groundwater to the ocean,10.1016/j.marchem.2015.08.009,Kim I.
5937,Investigation of sea level rise effect on saltwater intrusion in an unconfined coastal aquifer using sharp-interface approach,10.1504/IJGW.2015.073052,Vafaie F.
5938,Evaluation of analytical methods to study aquifer properties with pumping tests in coastal aquifers with numerical modelling (Motril-salobreña aquifer),10.1007/s11269-015-1177-6,Calvache M.
5939,"Regional response of the coastal aquifer to Hurricane Ingrid and sedimentation flux in the Yax Chen cave system (Ox Bel Ha) Yucatan, Mexico",10.1016/j.palaeo.2015.07.030,Collins S.V.
5940,Quantification of the contribution of the Beauce groundwater aquifer to the discharge of the Loire River using thermal infrared satellite imaging,10.5194/hess-19-4479-2015,Lalot E.
5941,Application of resistivity and GPR techniques for the characterization of the coastal litho-stratigraphy and aquifer vulnerability due to seawater intrusion,10.1016/j.ecss.2015.09.006,Maury S.
5942,Nanogold-Decorated Silica Monoliths as Highly Efficient Solid-Phase Adsorbent for Ultratrace Mercury Analysis in Natural Waters,10.1021/acs.analchem.5b03303,Huber J.
5943,Vegetation pattern and sedimentation changes in the context of the Lateglacial climatic events: Case study of Staroje Lake (Eastern Belarus),10.1016/j.quaint.2014.06.045,Zernitskaya V.
5944,"Representation of estuarine, coastal and marine biosphere systems within post-closure performance assessments supporting geological disposal of higher activity radioactive wastes in the UK",10.1180/minmag.2015.6.21,Walke R.C.
5945,"Coupled surface-subsurface hydrologic measurements reveal infiltration, recharge, and discharge dynamics across the swash zone of a sandy beach",10.1002/2015WR017395,Heiss J.W.
5946,Evaluating an unconfined aquifer by analysis of age-dating tracers in stream water,10.1002/2015WR017602,Solomon D.K.
5947,Groundwater and stream E. coli concentrations in coastal plain watersheds served by onsite wastewater and a municipal sewer treatment system,10.2166/wst.2015.411,Humphrey C.
5948,"The late quaternary history and groundwater quality of a coastal aquifer, San Diego, California",10.2113/gseegeosci.21.4.249,Sengebush R.M.
5949,Assessing desertification vulnerability on a local scale: the Castelporziano study case (central Italy),10.1007/s12210-014-0362-5,Trotta C.
5950,"Resilience of groundwater impacted by land use and climate change in a karst aquifer, South China",10.2175/106143015X14362865226798,Guo F.
5951,Chemistry of a Surficial Aquifer of a Large Coastal Lagoon Barrier and its Relation to Adjacent Surface Waters of Brazil,10.2112/JCOASTRES-D-13-00175.1,Niencheski L.
5952,Non-conservative behavior of fluorescent dissolved organic matter (FDOM) within a subterranean estuary,10.1016/j.csr.2015.10.011,Suryaputra I.
5953,Analysis of the distribution characteristics of <sup>226</sup>Ra and <sup>228</sup>Ra and their sources in the western part of Qinghai Lake,10.1007/s00343-015-4360-y,Kong F.
5954,Closed-form analytical solutions for assessing the consequences of sea-level rise on groundwater resources in sloping coastal aquifers,10.1007/s10040-015-1276-8,Chesnaux R.
5955,Increasing a freshwater lens below a creek ridge using a controlled artificial recharge and drainage system: a case study in the Netherlands,10.1007/s10040-015-1264-z,Pauw P.S.
5956,"Reactive-transport modelling of gypsum dissolution in a coastal karst aquifer in Puglia, southern Italy",10.1007/s10040-015-1290-x,Campana C.
5957,"Contributions of hydrogeophysics to the hydrogeological conceptual model of the Albufeira-Ribeira de Quarteira coastal aquifer in Algarve, Portugal",10.1007/s10040-015-1282-x,Francés A.P.
5958,Saltwater circulation patterns within the freshwater-saltwater interface in coastal aquifers: Laboratory experiments and numerical modeling,10.1016/j.jhydrol.2015.10.033,Oz I.
5959,Seawater intrusion in fractured coastal aquifers: A preliminary numerical investigation using a fractured Henry problem,10.1016/j.advwatres.2015.09.013,Sebben M.L.
5960,"Refining the site conceptual model at a former uranium mill site in Riverton, Wyoming, USA",10.1007/s12665-015-4706-y,Dam W.L.
5961,Automated image analysis for experimental investigations of salt water intrusion in coastal aquifers,10.1016/j.jhydrol.2015.09.046,Robinson G.
5962,Tide-induced groundwater level fluctuation in a U-shaped coastal aquifer,10.1016/j.jhydrol.2015.09.032,Huang F.
5963,A comparison of thermal infrared to fiber-optic distributed temperature sensing for evaluation of groundwater discharge to surface water,10.1016/j.jhydrol.2015.09.059,Hare D.K.
5964,Temporal geochemical variations in above- and below-drainage coal mine discharge,10.1016/j.apgeochem.2015.02.010,Burrows J.E.
5965,"Evaluation of the fate and transport of chlorinated ethenes in a complex groundwater system discharging to a stream in Wonju, Korea",10.1016/j.jconhyd.2015.09.005,Lee S.
5966,Numerical study of groundwater flow cycling controlled by seawater/freshwater interaction in a coastal karst aquifer through conduit network using CFPv2,10.1016/j.jconhyd.2015.09.003,Xu Z.
5967,Physico-chemical analysis of ground water samples of coastal areas of south Chennai in the post-Tsunami scenario,10.1016/j.ecoenv.2015.03.037,Rajendran A.
5968,Dissolved iron exports from an estuary surrounded by coastal wetlands: Can small estuaries be a significant source of Fe to the ocean?,10.1016/j.marchem.2015.07.009,Sanders C.
5969,Delineation of saline water intrusion to safe-guide inland groundwater resources,10.1016/j.ocecoaman.2015.07.005,Akinbinu V.A.
5970,Influence of seawater intrusion on microbial communities in groundwater,10.1016/j.scitotenv.2015.05.111,Unno T.
5971,Application of factor analysis and electrical resistivity to understand groundwater contributions to coastal embayments in semi-arid and hypersaline coastal settings,10.1016/j.scitotenv.2015.06.077,Bighash P.
5972,"Rare earth element cycling in a sandy subterranean estuary in Florida, USA",10.1016/j.marchem.2015.07.003,Chevis D.A.
5973,"Evaluation of groundwater mineralization processes and seawater intrusion extension in the coastal aquifer of Oualidia, Morocco: hydrochemical and geophysical approach",10.1007/s12517-015-1808-5,Fadili A.
5974,"Hydrogeology of a groundwater sustained montane peatland: Grass Lake, California",10.1007/s11273-015-9422-6,Kitlasten W.
5975,Environmental predictors of shrubby cinquefoil (Dasiphora fruticosa) habitat and quality as host for Maine’s endangered Clayton’s copper butterfly (Lycaena dorcas claytoni),10.1007/s11273-015-9427-1,Drahovzal S.
5976,Groundwater-dependent ecosystems: Recent insights from satellite and field-based studies,10.5194/hess-19-4229-2015,Eamus D.
5977,Current Magnitude and Mechanisms of Groundwater Discharge in the Arctic: Case Study from Alaska,10.1021/acs.est.5b02215,Dimova N.T.
